Text,Sentiment
pros advantage1very easy to use2best in price 3inbuilt heater in this price segment4low consumption of water 5faster drying 6low power consumption cons disadvantage1dont know much about after sale service no near by service centers 2 new brand risky investment 3 average washing clean collar yourself 4 only 5 years motor warranty 5 average design 7 late delivery,neutral
"Display is very good, battery life decent, front camera nice ,rare camara would be better, face unlock very fast ,in night condition also sounds quality is very good in both speaker and earphones,",positive
Material quality of glass could be better,positive
Worth for money and super product,positive
Want to return but u are not accepting it.. Bad experiance on amazon... Really paying a huge amount and giving bad quality products....,negative
"This product is not fulfilled all the features mentioned by Dell/Amazon. Pre-installed software MS Office not present. Laptop pop up that MS word need to be Activate. After clicking on Activate, asking for Microsoft login credential.. This is not accepted... This laptop I have gifted to my sister... She is very upset now... Please help for this...!",negative
worst then every taught,negative
Has every thing you might be looking in an iPhone except the oled screen camera is as good as iPhone Xs with few limitations. If display is not a big concern for you you can't get a better phone than this at this price range.,positive
super grip and relax,neutral
"Am totally unhappy with devices...I bought this in April 2019, when I entered the IMEI number to replace with new mobile, it shows this IMEI is belongs to Redmi 6 pro",negative
waste of money delivered with fault bad customers service i spend my own to repair it total wasteblood pressure and head ache are the sure gifts from the company,negative
cheap quality product fooling buyers very much disappointed,negative
i am not satisfied because it is very small,negative
"God buy, but net storage capacity is lower and i face problems if i have to keep 2 one litre bottles and other stuff together in it . But still a good buy, if you keep 2-3 days supply in it and is a bachelor",positive
"In this range honor 8x give you avarage sound quality, and most importantly without stabilizing the picture mode AI camera goes to workless.... Otherwise good phone yr just go for it.",neutral
Very good product except battery,positive
"Build quality is not good at this price range but overall it's a good buy. I have checked it with different settings like rock jazz etc2... And u can clearly listen every instrument sound. If u r purchasing it for bass, don't.",neutral
i buy m30s just bcoz its company samsung .but in m30s camera quality very poor only write 48 mp ..its batter oppo vivo other chinese phone camera ..i compare to oppo vivo this fake 48 mp camera ..btu samsung m30s camera very poor bad clearity..so dont buy if you think camera 48 mp .. i just buy ago 13 days ..want to give back return ..,negative
If you want to buy this product for basic users then it's custom android MIUI has poor application management. I don't want any advertising pop-ups so I disabled all data for such apps and still those apps are taking data in background and updating itself. we even can not uninstall such stupid apps. Even by default music app also have Ganna linked to it which gives unnecessary suggestions of music videos. other than MIUI this phone is average with good battery life in this segment,neutral
Need more work on design,neutral
This smartphone is fantastic,positive
Samsung M10S is the best phone of the company till now .I am a samsung fan and m10 is my favourite budget phone .Its performance is good.Battery life is extra ordinary . It should be samsung's master piece !Great value for money by Samsung. Excellent features. Samoled at 7999 with type c snd fast charging. WOW !!,positive
camera gud good phone for reasonable price fast delivery battery 🔋 life gud,positive
"48 MP camera is good to capture some interesting details, loved the wide angle lens. 6000mah battery helps me approximately 2 days(avg usage 5 hr a day). Beautiful AMOLED display..And plastic body is better no tension of breaking.Once you invest in it you will not regret..",positive
"its stopped working after a month, worst service centre response,they even don't respond to our issue.Better to avoid MI brand",negative
Awesome sound quality,positive
good opalware set but very thin be cautious,neutral
heating is very late approximately 1hr,negative
op range,neutral
"the fingerprint reader is not good sometimes, but the overall phone is ok, battery backup is great.",neutral
more questions should be added in each chapter,neutral
Not p,positive
gd one,neutral
Has finest charging power and perfect for traveling with great battery life Hit like if you agree,positive
It's worth a buy,positive
The disadvantage is the speaker wire is so..long...its not looking nice..other sound quality and everything is nice....but we buy this product for wireless thing only..but its wire is soo long.,positive
nice products gd quality,neutral
not badu can buyworth for the price not useful for hard clothesjeans work s good with sarees bedsheets etc,neutral
"The last one I bought, same company and same capacity swelled up & developed cracks on the surface after a year of use. So got a fresh one again as there are none better than this.",positive
"Battery draining nd over heating issues,amazon refused to return, Amazon techinical team harasing the customers,by sengding defective products,DONT BUY IT",negative
not working in perfectly,negative
"Compare to 5A which is upgraded. Good for Beginners, Ladies, Aged people's. Not suitable for youngsters and office people's. This is basic Android budget phone, don't expect more than this. Only one drawback is Finger print missing. If MI will add this feature which will be the best in market. So, wait for 7A release.. Value for money. Thank you MI and Amazon guyzz..",positive
Good product Camera super 👌,positive
Such a wonderful mobile nice product don't waste my money I am so happy I wish you a wonderful product redmi MI 6a such a low cost low budget nice pictures I am so happy thank you very much,positive
Heat ho raha h phone delivery service bhi bekar h,neutral
Cost effective,positive
nice but tower quality is not so good,negative
I am not happy with the product as the screen flickers and black line comes in the screen frequently .. I spoke with amazon care and they suggested me to go to apple service center which I don't want to..,negative
its use for shoes not for the clothes its clothes durability max 2 years,neutral
Not saport video in smart tv.,negative
"Good sound. But it seals the ears, that after using for a month, is painful. I have other similar headphones, but they were never painful. Something is wrong.",neutral
"A must have book for all the English learners. Go for it , you would not regret for spending your hard earned money on this awesome book.",positive
ok ok typenot good,neutral
mind blowing purchase,neutral
Excellent Product to use best for the price I got so it’s superb gifted it to my hubby on his birthday,positive
Is Sell Peride Than But Dslr Price Is Same K Think Low Price On Sell,negative
Product is gud....but charging wire along with the product doesn't work......,neutral
i dont know why ppl r giving negative comments its a value for money product the fabric is not thin and color doesnt fade away after couple of washes i dont know what will happen after long usage you can go for it,neutral
the base on the earphones is way too heavy so those looking for good balanced sound stay away this product is only for base lovers and not music lover,neutral
"Bekar phone, sasti TFT screen display ,Bad display quality, Bad camera quality, selfi camera is very poor , sometimes. It's hanging",negative
Battery is very good,positive
products is not as per sample shown,neutral
cloth is very light,neutral
bestest,neutral
plate size is very small as expectation,negative
A quality product from redmi,positive
Useless phone iPhone 7 worst phones,negative
Very good mobile but we have to do esim. Esim are available in jio and airtel. So if you are other service provider user so dont buy this mobile.,positive
Gifted to my ex so no comment.,neutral
This is one of the rare products for which u can forgot cost and buy the product.Although expensive the product is superb.connectivity is good and if ur phone is good u will get gr8 connectivity in house.sounds and bass are too good.it can feel ur whole room or evn hall,positive
Great Phone for work not to big ad gets the job done,positive
Lol,negative
Bakwaas product.. kharaab items sell krti h Amazon..battery charge hi nhi leti..gift diya tha kisiko..return policy plzz suggest anyone..1 aug Ko purchase Kia tha..after 23sep use kia but product was defective.ek rating k v kaabil nhi h,negative
especially about 6kg basic fully automatic washing machine in flipkart page it is being described that machine has sensors exp imbalance sensor but in machine has not been mentioned such sensor so machine is not as described machine is not at motorola quality expected wash quality is not at all good,negative
nyc product nd small size,neutral
fitting amezing,neutral
wifi connection and speed is very good but range is pathetic 5 gz channel it is may be 10 feet in the house which was expected but on 24 channel itvis almost the same my 5 years old belkin router range is much much better than this not suitable for long distance,neutral
very bad product dont takewastage of money,negative
"I’ve been using iPhones since the 3GS times. By far this phone is an example to show that Apple is constantly working upwards the make its own league with technology that is proving to be a huge convenience to lot of its followers. I have noticed that with the launch of XR, lot of android users have also moved on to IOS platform. And now with the 11 it’s just even better. The battery life starting from the XR model is the best Apple has ever come up with. Lasts an easy 24 hrs with little more than slightly below extensive usage. The iOS just gets better with every update. Shows that Apple employees work really hard compared to Samsung or other manufactures.",positive
seriously network connectivity is too low i have fibre connection with high speed data but this tv is not adopting with the speed even youtube getting slow everytime also screen mirroring sticks everyrime when i use,negative
"I bought Samsung Galaxy M20 before 20 days. Let me tell you guys this is really nice phone in this budget segment. I have already used Samsung Galaxy S6 S7 and S8. Those all mobiles are really nice but we all know the price of those phones. Now as per my experience of 20 days of use of Samsung Galaxy M20. In Daylight camera takes really decent photos. screen resolution is too good. Love to watch youtube, movies and prime video in full HD. Even I am playing PUBG Mobile without legs( balance setting). If you have HD earphone or headphone than definatly you gonna love the sound quality of this phone. Network quality is good. Selfi quality is ok ok. 2 sim cards and memory card all together, good for heavy users. And the powerful 5000 man battery backup, damn good. Wish Samsung will give 5000 mah battery back up in S Series. Easily it can run for a day. In short worth to buy this mobile ( for this price segment).",positive
"Every thing is perfect, bt. Build quality seems to be like so cheap..as if the product is worth 4000",neutral
An awesome book!Of great help especially if you are preparing for competitive exams like CAT,positive
quality not as cello standard,neutral
pairing not possible,negative
Dear friends. Features of phone are power packed..but these are not actually when u start using..processor is slow..battery life is not good..6000 mh last for a single day dispite very limited use..Only pros is camera quality n display..face unlock is also faster ..Snapdragon is always better than exynos. This is second time I m disappointed with exynos..,negative
Good one under this budget.,positive
"You can’t ask more then this in such price. Good quality of picture, very good sound. Impressed with the remote quality. Amazing this is that it has an app called as iMirror and it does everything for your all apple device screen mirroring like Apple TV in very smooth manner. Better documentation on features and how to operate will surely help.",positive
"The front camera not feel like 25 MP it's like 12mp not clear picture when zoom Less bezel than realme 2 , overall ok mobile",neutral
no bluetooth connectivity in 2021 insane google rest all is fine,neutral
very very good,neutral
Good product low price but features best all ok but sound Quality little like eco.,positive
expected more thick,neutral
very less space leading to frequent hanging up of device,negative
very speed car,neutral
crossendra flower seed missingi ordered it for some seeds of my choice crossendra is one of thosenow what should i do,neutral
not tnstal properly,neutral
"Really disappointed with the phone after using it for last 3-4 days. Please find below issues in the phone. 1 - Vibration of Notifications ---- I use apps like Twitter, FB as any general user... - and to be updated- I receive notifications --- The Most disgusting thing in the phone is - It keeps vibrating for each notification for each Tweet (by twitter), any kind of notification, the phone vibrates. It is so much disturbing that there is no option to disable it. I have talked to customer care, visited forums but this is Phone's default feature rather i will call it as - Defect feature.... It is so much distressing to keep phone on table or something... It continues vibration unless the only option is to switch off the phone or disable the mobile data, so that there is no notification. Haven't even expected from SAMSUNG that this basic feature Or I should say common sense to keep this option (to disable it) with user is missing in the phone. 2 - Mobile/wifi Internet access to specific app --- Now, I keep internet access off to specific apps like Netflix, youtube etc for kids Or personal use. But there is no option to disable internet access to specific app. I have tried using this feature by opting - Disable Background Access - But this does not serve the purpose, app still gets data and gets updated and it can be used. Please provide option to the user to restrict data for specific app. As a new Samsung user, please consider and implement this as feedback in your marketing and product development team ---- Better to focus more on simplicity of using the phone rather than spending on lot of advertisement. Phone lacks very basic features of disabling vibrations and restricting data. These features are most common and available in every phone.",negative
It's a real monster I am experiencing from last two days. Got delivery from Amazon as promised. As always Samsung done a very good job but at this price I was not expecting. Thank you Amzon for providing additional cashback. One thing I noticed missing that none of accessories provided in box except charger. Samsung could add a simple TPU case in box. I will appreciate Samsung for not using plastic bag for wrapping the box. We can say it's a ecofriendly box. Thank you Samsung and Amazon for this wonderful phone.,positive
Like but not good back rear camera,positive
"The product is good creation. The remote does not respond immediately many times. We have to press the buttons 3 - 4 times to execute the command. The Volume does not work on voice recognition. Also, most content, the volume of TV has to be around 90 plus for clear voice. Else the product is really good.",neutral
i had bought this jumbo power bank at Great india sale at a price of 1399. quick charging my honor 9 lite 0 to 75 in 15 mnts.,positive
it will take time to fix this but very usefuland lightweight,neutral
I'm using continuous internet by mobile and it's my great experience this Mobile after full charged i can continue using internet without charging 2 days... Camera quality very good and unlivable... Memory is awesome and by 6gb ram internet and other functions working very fast... It's my Dream Mobile phone...,positive
ok but too small and looks very weak,neutral
fragrance is pathetic waste of money,negative
Satisfied with the quality,positive
"These are great in the price range. Sound, Bass and noise cancellation is really good. But when you walk or run while wearing these, you can feel bump sound. And if you are using it for a long time you can feel it a bit uncomfortable on ears or you get painful ears.",neutral
Looking stylish and gorgeous design. I just used nearly 2 hrs.. Touch and compact is too good.. Camera is awesome and it has many new features with cool effects..,positive
TCL led smart TV wife is not working please service person coming after tcl smart led TV wife checking,negative
"I bought this mobile its a good product for the price This review is according to my perspective Camera: 48mp primary lense, the quality is low when compare to a70 of 32mp Wide angle is great, depth of field is awesome, front camera is not too bad.. Batterylife: 2days used in fully charge,(youtube, social media, and others browsing)..its good Screen: its great, i had a friends using oppo,when compare to samsung, mine is far better, the display, clearity, sensitivity. Delivery: 2days, abit decourage... No damage or tampered.. Thanks amazon and samsung.",positive
Early shipping by Amazon and product is exactly the same as described..👍🏻,positive
after 25 days it stopped working and there is no warranty on this product,negative
Sound quality is not so much good in these earphones but bass is reallly good so you can buy it without losting any chance it's a really good earphones,positive
oil leakage outside of oil collecter causing spreading over wall tiles,neutral
"This is my first phone from Samsung family. Had lots of confusion before purchasing like whether it would be good or not. But I am very happy to have this product. Camera is good, it is charging very fast, its fast, etc etc.. No issues. Overall it's a very good product to buy. Thumbs up!",positive
best phone in low range budged,positive
meterial quality is ultimate,neutral
very bad productits freezed alwaysdont buy,negative
handy for women,neutral
Bought a week back. So difficult to install.. very poor manual.. Doesnt turn on.. who can we reach out to help?,negative
Very nice smartphone I like it,positive
product is average not as per expetance,neutral
nice prodect,neutral
the product melted,negative
jordar real,neutral
price very high and quality very low,negative
not so bad but ok,neutral
not chargeable,neutral
used for more than a year no complaint s yet it is not having option for side locking of cloths very light material yet sturdy plastic portion need to be handled carefully for eg when i first tried to roll threads over the bottom thread winder some portion ran over the plastic part it made a cut on the plastic part due to continuos touch of thread on it so be careful to loop the thread on its correct grooves,neutral
length is short and bit tight to sit,neutral
worst food processor,negative
its really amazing but only problem is that it take 3035 second to start,neutral
air flow is not good,negative
One problem occur.frreeze's light is not working.,negative
this football is good but there is an issue that is when i inject air into it its rubber cover have some cracks,neutral
"good quality light weight . Long battery backup. So far I have used this for more than 20 days, I have not faced any battery issues. If you use only to answer the call then u will get 8hrs approx backup and music backup may vary as per ur usage. Very good sound quality. This is my second Bluetooth headset",positive
i ordered this bat but i get kookaburra bat and it was damaged horrible,negative
Best phone in perfect range also the camera quality is perfect touch is very smooth apart from finger print touch everything is good in phone because is finger print touch i have place exact finger at the point.,positive
It's good .. but the problem is with the front camera.. the lens of the front camera is somehow damaged and the capture taken by it is quite blur.. what is the remedy now?,neutral
so small for show only use as decoration so i keep it,neutral
Nice book but 1 star less because of amazon poor transportation service,positive
"Everything is good except the camera. Neither the front nor the rear camera is what Samsung has claimed. It a lot way worse that 48MP. The network reception is also bad. That affects your net speed and calling quality. Rest is fine. If you can compromise on these points, then go for it.",neutral
Very slim and excellent product,positive
material of white socks is thinner compared to the black socks,neutral
evergreen product for all,neutral
"Speaker is auto on for every calls, keypad doesn't work most of the time..sensor doesn't work at all.. voice cracks a lot",negative
Only Bettry life low but all is ok phone,positive
"If you want more bass i.e., sound this isn't a better choice.",neutral
Suerb phone in low budget,positive
average but not excellent,neutral
"Very poor camera detailing. Battery is not that much as expected from 6000mah. Processor is not that powerful for gaming and even for selecting more than 5 pic in what's app it struggles and get slower. Build quality is poor, plastic body. Front camera is very very bad. If u zoom in then one can understand the poor detailing quality. Same for back camera. Rival phones gives better camera quality and detailing clarity. Battery is ok for one day use which is not that good as 4000mah of redmi also did the same. Processor is poor. If u play games it gets heated and freezes. 6GB ram and 128GB still its under Performance. *Display is the only one thing that is good*. No good glass protection is provided. Not at all satisfied with this product. Please give update at least for camera. We r suffering a lot.",negative
"Has been a month i am using Fitbit Versa. it fits like it was customized for my hand! love the features, dont have to carry my heavy phone while going for a run. Will buy more accessories to fit in with my formal cloths. when iwatch is talking about 18hrs of battery life, fitbit Versa has 5-6days of battery life. Specially, heart rate is much accurate than any other trackers.",positive
its not so big,neutral
lighting less than expected as per watt,neutral
It has been sometime since i purchased this. Not happy with the performance and there is some serious issues in accessing internet via 3g/4g. Probably needs manual APN updates each time.,negative
"The last prime festival and the reviews coaxed us into buying the 49 inch model. Delivered after 5 days and installation appointment fixed after 10 days from purchase. We were told not to open the package, as this could void the guarantee. The friendly service personnel turns up punctually, opens the package, mounts the TV onto the wall, only to find that the TV is broken! He raises a replacement request. So far, everything good. And now comes the hard part. Amazon defers the complaint to Kevin, who defers it back to Amazon in what seems to be a ball game. In fact, we could reach Kevin only once! Now, we stand as foolish customers as bait to the low prices, with no support from Amazon or Kevin. May be, we are the unlucky lot, which fall into the far end of the guassian curve. But this review is exactly to bring this group into light! To those that might fall into the category of 1-star or no-star reviews! The low price comes at a risk. And we stand testimony to that!",negative
thq for every thing,neutral
price is very high not worth it,negative
good but costly,neutral
Face recognition takes some time. Camera quality is really bad for the value of the money. Could have been better.,neutral
No rating as it is faulty item,negative
Mind-blowing at 8999 Thanks amazon nd realme Super speed super camera super screen 🙈🙉🙊,positive
"This TV is really worthy of its price range, and no doubt I will highly recommend this product to my friend and family. All the details provided in the Product Description are accurate of this product. It was really quick and very easy to set up and did not need any assistance either. But I called the Kevin Customer Care for the wall-mounting. And yes, it was free installation as promised and described. The audio quality is awesome and the video is crystal clear. Netflix, YouTube are working as expected in smart TV. The packaging was very good. Overall I am highly satisfied of this product and very happy with my purchase. Kudos to Kevin Team for creating such an amazing product.",positive
My remote Voice recognition is not working..,positive
bad product and my return problem is not solve,negative
Bed quality mobile hange problem,negative
I am absolutely happy with this purchase. It has been about 2 years and have not faced a single issue with the product. “Touchwood”. I am even writing this review from the same phone. I feel happy to switch from android to ios.,positive
Very nice product.... I love it,positive
"Very well product, even after using for 2 years it feels as new only",positive
average quality polyester shorts,neutral
"The product is a really good one ,got all the features a smartphone should have , good camera, sound , picture , softwares and reasonable price , highly recommended",positive
Really a wow phone at such a price point .... my mom is really happy to get this smartphone... now she using this with such a ease. Happy to see her smiling. Thank you Samsung,positive
after using for one year the router has stopped for wifitill that time it hasnot given any trouble though,negative
good range not excellent but does the job,neutral
ok types,neutral
"Writing this review after 1 week of usage 1. Camera is very good... Especially ultra wide mode 2. Battery even though its mentioned as 6000mah, it's behaving like 4000mah. Draining faster than expected after installing apps. 38 hours(1.5 days) battery backup for normal usage without any games, Unlike 48 hours (2 days) as promised by Samsung. 3. Finger print scanner is good but definitely not the best... Sometimes doesn't detect 4. 108Gb/128Gb of internal storage available 5. Phone looks very nice... Buy back case immediately to avoid scratches. 6. Speaker sound quality is good 7. Could have included a ear phone in the box 8. Dedicated SD card slot is added advantage Overall nice budget phone but battery not upto expectations is very disappointing. Giving 1 star less because of battery",positive
soft and handy,neutral
its too big for me and very loose fabric quality is very good i suggest one size smaller than your actual size,neutral
Ok not best,neutral
product is not working properly,negative
very difficult thing,negative
"The TV has loads of features, quite intuitive. I have a couple of issues with the product. a, The screen is very glossy/ shiny ( almost like a mirror). It reflects any light source in front of Tv even if it is in the periphery. This is quite irritating. The other TVs have a Matt finish screen which suppress the reflection of light source. b. The screen leaks light at the sides, this makes the screen patchy. The backlit of the screen is not uniform.",positive
this product is average,neutral
Worst fridge,negative
"hey I am using this Samsung m30 mobile since 2 months, I love this phone. likes- good battery backup, camera is very good for me, Samsung UI is so good when you unlock this phone and using you feel .....just awesome performance- after daily use I am very heavy user, this mobile is never disappoint me. I play more heavy games and use selfi and pics calling , some homework , YouTube ....all performances is very good. dislikes- in low light condition some pics are not good in comparison to ligh condition charging data cable is very small, not back cover not earphones",positive
oil leaking issues,neutral
its a good deal for this amount i am using this and i liked this product but one prblm i am facing that its batter life is just around 3 hrs we have to kept charge with this if we have to use for complete dayand sometimes when i tyrn on the lappy its screen got stucked,neutral
not so goodbut its ok,neutral
It often hangs and sometimes there is a problem with the network while the network is sufficiently strong. Have to restart to deal with it.,neutral
shoe sole damage with in 3 moths,negative
"Phone hang so much. If u want ur phone work properly you have clean the ram 5-6 time in a day or sometimes reboot. Processor is worst. Fingerprint reader is not up to the mark. Camera quality is average. Bty life is good, but what it worth if the processing of the phone is too slow.",neutral
not good for use,negative
doing the job faster than other wet grinders slightly getting overheated,neutral
waste of money bad quality only one star for product display same as it shown,negative
Jhakas good product,positive
An original piece at a discounted price,positive
damaged item very bad,negative
Really nice phone with stunning look and features.,positive
"Fingerprint reader is not that fast didn't used face recognition was never interested in it so not gonna talk about it. Battery is awesome lasted for around 2 days with above average use. Camera is not that good i expected a much better experience especially when competitors like redmi note 7 pro provides a real good camera. Selfi cam is more pathetic i don't know if it can be improved by a software updation if it's, then i would like to have it soon very disappointed with selfie cam. Don't want to talk about gameing experience because i don't play games that much. Mobile looks good it gives a premium feel oh i forgot about Amoled experience it's really nice display is unbeatable in its segment. Overall i think i'm just okay with the money i spend",neutral
air pump included in this order but not received missing brake system poor quality tyres alignment not good cycle stand is bigger not suitable low quality mudguards,negative
"Android app is Mi own developed. It is good, but not familiar and requires some time to understand.",neutral
ok no problem with that,neutral
It is so good... It's like chhota packet bada dhamaka... I gifted this to my husband.. He just love it and my child too. It recognize the voice very soon and complete your order..,positive
Very nice product.... Worth of money,positive
Apple may release the dual sim slots for India. It may increase the sale and customer also i think.,neutral
hiting problam,negative
Too much of heating issues. While slight use (5min instagram) and upto 43 -45 while charging. All the users complaun and xiaomi is not taking this phone seriously they are busy creating mew ones. So many bugs in it software. And no updates since months are provided to solve them,neutral
Its very bad .. plz plz dont buy from online hp laptop.. it takes long time to open ..,negative
I like this phone.,positive
Nice product for basic use,neutral
It’s a good pair of ear phones due to the sound quality. It’s on par with more expensive earphones but the Great Indian Sale discount made it even better. The Packaging & delivery were excellent. The only small negative might be that the wire is not entirely tangle proof.,positive
Awesome sound quality with great bass. Didn't found any problem. Easy and handy buttons controls with voice assistant.,positive
product is good but very disappointed with the installation,neutral
Better than redmi note 6 pro,positive
size too small as given,neutral
The product is defective. There are no pictures. Just the sound. I have contacted the company. Lets c. (17.10.2018) Today is 27th. I am still struggling without a tv. I had exchanged my tv.,negative
motion sensor is not working and its 5th month,neutral
This phone okey,neutral
quality and grinding is worst noisy while grinding,negative
Horrible battery life..jst 2 days..plzzz dont buy this..apart from battery everything is gud enough..but battery will make u regret ur decision of buying..,neutral
"Was shopping for a good entry level big size tv for a while, was going for Samsung as a safer choice..But suddenly came across TecheeBiz review of 49' model of this brand. Went ahead to give it a try & got 55' model. Since then the brand kept me surprising in every aspect from packaging to installation. Things were smooth and as expected as of a standard company. For the tv itself, is very very good for what it does and at what price level it is definitely worrisome for elrctronic giants. Picture quality is definitely benchmark in the category and 4k upscale is pretty good. Audio quality output wise great but may feel little boomy at times. But it is actually a bonus as no one else provided sound bar as a built in in this category. Software wise also layout and usability of them feels okay. Hardware wise deficit of 1gb ram is not felt during routine functioning. I/O Ports are sufficient. Was a little disappointed to see that HDMI out didn't support Dts..Nor multichannel output. May have to confirm it again. Overall, it looks to be great choice and money well spent for a casual but keen user like me.",positive
its good but could be stronger bcz mobile fell from it twice,neutral
nice but remote use to on and off we cant able to move left right the helicopter using remote,neutral
"Nice tv , budget tv me best quality tv hai shinco. Picture quality is awesome full hd clearly pictures, tv sound good, shinco tv ke smart features kafi ache hai, Nice Product , 20 days se me use kar raha hu, Buy it",positive
The picture quality and sound are clear but in remote the eco vision button is not working. All the features in this is very good and the control process is very easy,positive
"Awesome phone!! Optimized software with good hardware makes a difference,far better than RN5 pro in terms of design and fluid software. Killer camera.Purchased at 15K red colour and thin design looks stunning.Some heating issues while charging and medium to high intense gaming. Surely, not for gamers.But, it flies in day to day usage.If you can live without headphone jack and 4-5 hrs. of screen on time,this is the phone for you.Software because of Android One is near stock and flawless.Recently got Android Pie update,very happy with my phone❤️",positive
wifi its not working,negative
overall this cycle was good but seat and brake quality was bad,neutral
Samsung galaxy has never been pocket friendly for me until I went through this M series mobiles. It's really an under budget phone for students like me plus this amazing diwali offer of Amazon. Fingerprint sensor works really well and it just unlocks my phone in no time but all the reviews said something different that I watched before buying this product. Anyway the camera quality is superb as we already know this is one of all Samsung phones' plus points. But this camera is much better than the other Samsung phones. The battery is the super long lasting one. It's been almost two days I have used this phone without giving it a little rest except my sleeping time and still I have 24% charge. I'm not a gamer so I think my charge will remain for a long time. I'm happy with my phone. One thing which I don't like that is there are almost no free stylised fonts. The two I have I do not like them at all. But the favourite ones are not free of cost. Anyway I'll get used to it I hope. Thanks Amazon and thanks Samsung for launching this m30s. I love it.,positive
The most important thing for any Phone is Voice Quality.. It lacks on it....,neutral
sides are too big,neutral
Am an avid user of iphone.. And love it.. the red finish is absolutely awesome.. love it..,positive
New Pie Update had enhanced it's battery life. Awesome Pics and Awesome Design. Looks great in ur hands,positive
After a month of usage i found the laptop a bit slower for the start and proceed i think its because of the absence of ssd.Go for a laptop giving priority to ssd rather than hdd.Rest all thing all good and speakers volume is fair and displays brightness is a bit lower and probably in the budget below 40k this laptop aims to be the best.,positive
Battery life is Good,positive
not as good as aspactation,negative
wasting of your moneyonly one flower seeds grow properly and alive till days other grow and die within week,negative
complete protection can I insure this mobile,neutral
nice charging cable and speedly charge mi phone.,positive
"It's a superb phone! Great camera, display and battery life. Though high end games like PUBG, you can't play it on high graphics settings but otherwise games are very smooth.",positive
Good phone 👌👌👌 Battery life super,positive
"the face unlock aint upto the expectations... nd it hasnt met the speed of a 6gm ram mobile... and gaming isnt for this mobile.... audio output from the speakers , kinda disappointing ... overall its fine for a person who just scrolls the newsfeeds....",neutral
70 effectivegood product,neutral
"Front Camera is getting stucked with dust inside the lense. I can't believe it, how a brand new phone.can get dust inside its camera lense? Really disappointed.",neutral
"It is the most Awesome TV I have ever experienced for the price paid. Enjoying every day on the awesome TV watching latest movies of Amazon Prime through Cromecast, watching fav videos of Youtube and watching all the fav TV programs through Airtel DTH. Please purchase the TV without any hesitation for an awesome experience with family.",positive
"The JBL Bluetooth speaker is of very good quality. It delivers loud, clear audio and lasts for 4-5 hours. It has also good bass. First I got a defective piece which was not charging. Thanks to Amazon that they accepted the replacement and now I am able to enjoy the music.",positive
Very useful.i am using for vivo.,positive
In the same room I can easily talk on my honor mobile but not on this mobile. I guess network catching capacity not good.,neutral
bad product not giving call back ky yeah product bat karedna,negative
suitable for beginners,neutral
its a pathetic product you even cant make chatni out of it this product is totally useless,negative
not holding property wast of money dont buy,negative
After connecting my mobile now it is automatically connected and disconnected. I can't charge my mobile properly. I don't know where is the fault but I am having problem with this product.,negative
its ok but some noise,neutral
Totally un satisfied with Step accuracy,neutral
damaged produkt,negative
Its just decent. Worth buying.,positive
broken fly and repairing done at corners,negative
The product is one of the worst functioning laptop. The product just hanging and i3 processors performance is pathetic and cant run basic functions. Clearly a specification created by HP to be sold thru amazon so that the buyers are stuck with the maze of Amazon support and question and answers. We are sitting on 2 laptops that have been nonfunctional for more than a month. We tried return policy and now been told this cannot happen with amazon for these products. so clearly a con job by both amazon and HP as joint party.,negative
useless and worthless machine this machine is black spot on brand motorolanot even clean little stain cloths and also damages the clothes,negative
Nice phone. Battery and camera awesome. Value of money.,positive
"The phone performance is great but the reason i gave it 1 star is because the phone has a heating problem. My phone would work perfectly when im in a cold place but when ever im out in the sun or even in the car the phone heats up badly. Hen i figured out this problem, i contacted the customer care and went to the nearest samsung repair centre, at the centre they asked me to change the battery and i was asked to pay for that when my phone was in perfect condition less than 1 months old. It didnt seem ethical to me so i thought of not using the device. Samsung please solve my problem.",negative
should have less gap and have more strenght,negative
Buy...Super quality,positive
Osama's mobile,positive
its been a week only for this product and its already not working stopped working all of a sudden while using it feels flipkart is not reliable for buying electrical products,negative
very bad due to colour changed,negative
work full,neutral
product quality is not good some scratches on car some stickering erased car doors not opening properly stuck with front tyres not satisfied flipkart 550 too much for this product,negative
not flying,negative
Good with low price but speaker is worst,positive
veri cheep quality,negative
One side of the earphone stopped working after 1 year and 2 days of use. I usually handle the earphone very carefully. These have good sound but no durability .,neutral
okok,neutral
It's good.. but compromising making quality...,positive
nice but auto cut is not available,negative
cheap material,neutral
its too small unexpected,neutral
ball is superb but pumps quality is so bad,neutral
"Two word.. ""JUST WOW"" Jbl is beyond compare..the type of bass and sound it gives in this price is just wow.",positive
Best quality.next day delivery by prime,positive
"My Mobile gets Heated quite quickly.Although Its having 5000 mAh battery, battery life is too poor.I have to charge my phone 2 times in a day.Sometimes I get message from Samsung that the Phone is ""Heated up"" .Although Its 4+64, it hangs.",neutral
For 17k(including all discounts)it is a very good mobile.,neutral
booting very slow apps very slow opening,negative
A Lot to get from 120rs,positive
Very dissatisfied... The mic just stopped working within a period of just 3 months.... I cannot return now and it's a wasted buy for me.,negative
Some s/w problems are there. Every time applications closing automatically.,neutral
Worst delivery ever ...took 6 days to deliver after the delivery estimate date was expired.....apart from this mobile was superb...good picture quality and battery....,positive
very bad the edges are sharp there are many scratchs on the table,negative
Don't buy Mi products.After using this phone only one month audio jack and speaker stop working.Worst service centers.Mi is simply cheating their customers.,negative
